"code","year","rate"
"TZA",1983,89.8
"TZA",1984,89.7
"TZA",1985,89.9
"TZA",1986,89.7
"TZA",1987,89.5
"TZA",1988,88.8
"TZA",1989,88.6
"TZA",1990,87.9
"TZA",1991,88
"TZA",1992,88.2
"TZA",1993,88.6
"TZA",1994,89.1
"TZA",1995,89
"TZA",1996,88.4
"TZA",1997,88.2
"TZA",1998,88
"TZA",1999,87.7
"TZA",2000,87.2
"TZA",2001,85
"TZA",2002,81.1
"TZA",2003,77.5
"TZA",2004,73.2
"TZA",2005,69.1
"TZA",2006,65.4
"TZA",2007,61.9
"TZA",2008,60
"TZA",2009,58.1
"TZA",2010,55.9
"TZA",2011,52.7
"TZA",2012,51.6
"TZA",2013,51.5
"TZA",2014,51.3
"TZA",2015,51.3
"TZA",2016,51.2
"TZA",2017,51.1
"TZA",2018,51.2
"TZA",2019,49.7
"TZA",2020,50.1
"TZA",2021,49.6
"TZA",2022,50.2338
"TZA",2023,49.7048
"TZA",2024,49.0615
"TZA",2025,48.3423
"UGA",1950,79.1
"UGA",1951,80.6
"UGA",1952,80.1
"UGA",1953,79.5
"UGA",1954,80.4
"UGA",1955,79.6
"UGA",1956,78.9
"UGA",1957,78.1
"UGA",1958,79.1
"UGA",1959,78.1
"UGA",1960,77.7
"UGA",1961,79.1
"UGA",1962,78.4
"UGA",1963,76.2
"UGA",1964,75.3
"UGA",1965,75.5
"UGA",1966,74.6
"UGA",1967,74.2
"UGA",1968,74.4
"UGA",1969,72
"UGA",1970,72.7
"UGA",1971,72.5
"UGA",1972,73.1
"UGA",1973,73.9
"UGA",1974,74.4
"UGA",1975,75.4
"UGA",1976,75.9
"UGA",1977,76.1
"UGA",1978,78.1
"UGA",1979,82
"UGA",1980,83.1
"UGA",1981,83
"UGA",1982,82
"UGA",1983,82
"UGA",1984,82.9
"UGA",1985,83.8
"UGA",1986,83.9
"UGA",1987,83.3
"UGA",1988,82.7
"UGA",1989,82
"UGA",1990,81
"UGA",1991,80.9
"UGA",1992,80.5
"UGA",1993,80.3
"UGA",1994,79.9
"UGA",1995,79
"UGA",1996,79
"UGA",1997,79.4
"UGA",1998,79.9
"UGA",1999,80.4
"UGA",2000,80.6
"UGA",2001,80
"UGA",2002,78.9
"UGA",2003,77.4
"UGA",2004,75.5
"UGA",2005,73.3
"UGA",2006,70.3
"UGA",2007,67.8
"UGA",2008,65.9
"UGA",2009,64.6
"UGA",2010,61.6
"UGA",2011,58.6
"UGA",2012,57.2
"UGA",2013,56.8
"UGA",2014,57.5
"UGA",2015,58.4
"UGA",2016,59.7
"UGA",2017,60.1
"UGA",2018,59.5
"UGA",2019,59.4
"UGA",2020,59.8
"UGA",2021,59.4
"UGA",2022,58.7
"UGA",2023,57.5
"UGA",2024,56.1
"UGA",2025,54.8
"ZAF",1950,58.3
"ZAF",1951,57.7
"ZAF",1952,57.4
"ZAF",1953,56.9
"ZAF",1954,56.1
"ZAF",1955,55.5
"ZAF",1956,54.8
"ZAF",1957,54.4
"ZAF",1958,54.5
"ZAF",1959,54
"ZAF",1960,53.6
"ZAF",1961,53.4
"ZAF",1962,52.4
"ZAF",1963,51.2
"ZAF",1964,49.6
"ZAF",1965,48.8
"ZAF",1966,48.4
"ZAF",1967,47.1
"ZAF",1968,46.8
"ZAF",1969,46.4
"ZAF",1970,45.8
"ZAF",1971,45.4
"ZAF",1972,45.7
"ZAF",1973,45.3
"ZAF",1974,44.3
"ZAF",1975,44.6
"ZAF",1976,44.8
"ZAF",1977,45.6
"ZAF",1978,45.6
"ZAF",1979,45.3
"ZAF",1980,44.2
"ZAF",1981,43.8
"ZAF",1982,44.8
"ZAF",1983,46.5
"ZAF",1984,45.9
"ZAF",1985,47.3
"ZAF",1986,48.4
"ZAF",1987,48.7
"ZAF",1988,48.1
"ZAF",1989,48.1
"ZAF",1990,48.1
"ZAF",1991,49
"ZAF",1992,50
"ZAF",1993,50
"ZAF",1994,49.3
"ZAF",1995,47.9
"ZAF",1996,46.9
"ZAF",1997,46.2
"ZAF",1998,46.5
"ZAF",1999,46.3
"ZAF",2000,45.3
"ZAF",2001,44.8
"ZAF",2002,44
"ZAF",2003,43.6
"ZAF",2004,42.2
"ZAF",2005,40.7
"ZAF",2006,38.9
"ZAF",2007,36.5
"ZAF",2008,36.4
"ZAF",2009,35.3
"ZAF",2010,27.8
"ZAF",2011,27.4
"ZAF",2012,27.1
"ZAF",2013,27.4
"ZAF",2014,27.8
"ZAF",2015,27.7
"ZAF",2016,26
"ZAF",2017,24.2
"ZAF",2018,22.3
"ZAF",2019,21.1
"ZAF",2020,21.8
"ZAF",2021,19.4
"ZAF",2022,17.4359
"ZAF",2023,17.5919
"ZAF",2024,17.7886
"ZAF",2025,17.8098
"ZMB",1950,61.3
"ZMB",1951,59.8
"ZMB",1952,58.3
"ZMB",1953,56.4
"ZMB",1954,55.1
"ZMB",1955,56.6
"ZMB",1956,53.9
"ZMB",1957,53.5
"ZMB",1958,54.9
"ZMB",1959,48.8
"ZMB",1960,47.2
"ZMB",1961,47.9
"ZMB",1962,49.7
"ZMB",1963,49.7
"ZMB",1964,46.5
"ZMB",1965,42.1
"ZMB",1966,45.3
"ZMB",1967,43.4
"ZMB",1968,44.2
"ZMB",1969,45.8
"ZMB",1970,45
"ZMB",1971,46.2
"ZMB",1972,43.6
"ZMB",1973,45.3
"ZMB",1974,43.8
"ZMB",1975,46.1
"ZMB",1976,44.9
"ZMB",1977,47.9
"ZMB",1978,48.7
"ZMB",1979,51
"ZMB",1980,51
"ZMB",1981,49.7
"ZMB",1982,52.4
"ZMB",1983,53.9
"ZMB",1984,55
"ZMB",1985,55.4
"ZMB",1986,56.3
"ZMB",1987,56.3
"ZMB",1988,55.2
"ZMB",1989,56.4
"ZMB",1990,57.8
"ZMB",1991,58.7
"ZMB",1992,60.3
"ZMB",1993,58.7
"ZMB",1994,62.6
"ZMB",1995,62.5
"ZMB",1996,61.4
"ZMB",1997,61.2
"ZMB",1998,61.7
"ZMB",1999,64.1
"ZMB",2000,66.2
"ZMB",2001,68.3
"ZMB",2002,71
"ZMB",2003,72.7
"ZMB",2004,72.5
"ZMB",2005,72.8
"ZMB",2006,74.5
"ZMB",2007,74.8
"ZMB",2008,73.9
"ZMB",2009,72.9
"ZMB",2010,71.4
"ZMB",2011,70.6
"ZMB",2012,69.1
"ZMB",2013,68.5
"ZMB",2014,68.2
"ZMB",2015,67.9
"ZMB",2016,68.4
"ZMB",2017,68.8
"ZMB",2018,69
"ZMB",2019,69.9
"ZMB",2020,71.8
"ZMB",2021,71.6
"ZMB",2022,71.6562
"ZMB",2023,70.9526
"ZMB",2024,70.6992
"ZMB",2025,70.2098
"ZWE",1950,49.5
"ZWE",1951,48.3
"ZWE",1952,48.2
"ZWE",1953,46.4
"ZWE",1954,45.8
"ZWE",1955,44.1
"ZWE",1956,40.4
"ZWE",1957,39.1
"ZWE",1958,39.8
"ZWE",1959,39
"ZWE",1960,38.5
"ZWE",1961,37.4
"ZWE",1962,38.1
"ZWE",1963,37
"ZWE",1964,38.5
"ZWE",1965,37.9
"ZWE",1966,38.5
"ZWE",1967,36.7
"ZWE",1968,37.2
"ZWE",1969,34.1
"ZWE",1970,28
"ZWE",1971,26.2
"ZWE",1972,24.6
"ZWE",1973,24.8
"ZWE",1974,23.8
"ZWE",1975,25.4
"ZWE",1976,26.2
"ZWE",1977,29.4
"ZWE",1978,30.8
"ZWE",1979,30.2
"ZWE",1980,27.6
"ZWE",1981,25.8
"ZWE",1982,26.2
"ZWE",1983,26.9
"ZWE",1984,28.7
"ZWE",1985,27.6
"ZWE",1986,28.1
"ZWE",1987,28.8
"ZWE",1988,27.4
"ZWE",1989,26.7
"ZWE",1990,25.4
"ZWE",1991,24.5
"ZWE",1992,28.4
"ZWE",1993,28.5
"ZWE",1994,25.7
"ZWE",1995,25.9
"ZWE",1996,23.3
"ZWE",1997,23
"ZWE",1998,22.8
"ZWE",1999,23.5
"ZWE",2000,24.8
"ZWE",2001,24.5
"ZWE",2002,27.8
"ZWE",2003,34.4
"ZWE",2004,36.9
"ZWE",2005,39.3
"ZWE",2006,41.1
"ZWE",2007,42.9
"ZWE",2008,50.4
"ZWE",2009,46.2
"ZWE",2010,40
"ZWE",2011,35.7
"ZWE",2012,32.9
"ZWE",2013,35.1
"ZWE",2014,37.2
"ZWE",2015,39.8
"ZWE",2016,42.9
"ZWE",2017,44.7
"ZWE",2018,45.2
"ZWE",2019,49.2199
"ZWE",2020,52.3
"ZWE",2021,50.3
"ZWE",2022,48.8536
"ZWE",2023,47.6298
"ZWE",2024,47.6403
"ZWE",2025,45.2393
"ALB",1950,83.1
"ALB",1951,81.5
"ALB",1952,81.5
"ALB",1953,79.9
"ALB",1954,78.8
"ALB",1955,76.7
"ALB",1956,75.9
"ALB",1957,73.2
"ALB",1958,71.4
"ALB",1959,69.2
"ALB",1960,66.6
"ALB",1961,66.2
"ALB",1962,64.4
"ALB",1963,63.3
"ALB",1964,61
"ALB",1965,59.5
"ALB",1966,57.3
"ALB",1967,55.8
"ALB",1968,54.4
"ALB",1969,52.8
"ALB",1970,50.2
"ALB",1971,48.8
"ALB",1972,47.6
"ALB",1973,45.3
"ALB",1974,45.1
"ALB",1975,45
"ALB",1976,44.8
"ALB",1977,44.7
"ALB",1978,44.5
"ALB",1979,44.3
"ALB",1980,43.9
"ALB",1981,41.4
"ALB",1982,41
"ALB",1983,41.4
"ALB",1984,43.9
"ALB",1985,44.2
"ALB",1986,41.5
"ALB",1987,43.7
"ALB",1988,45.2
"ALB",1989,41.2
"ALB",1990,47.6
"ALB",1991,63
"ALB",1992,66.1
"ALB",1993,61
"ALB",1994,56.9
"ALB",1995,50
"ALB",1996,47.6
"ALB",1997,53
"ALB",1998,48.5
"ALB",1999,42.8
"ALB",2000,38.6
"ALB",2001,34.8
"ALB",2002,32.9
"ALB",2003,30
"ALB",2004,27.9
"ALB",2005,25.2
"ALB",2006,23.9
"ALB",2007,22.2
"ALB",2008,20.8
"ALB",2009,21.1
"ALB",2010,21.7
"ALB",2011,22
"ALB",2012,22.7
"ALB",2013,21.7
"ALB",2014,20.3
"ALB",2015,11.4
"ALB",2016,10.4
"ALB",2017,8.9
"ALB",2018,6.6
"ALB",2019,6
"ALB",2020,6.5
"ALB",2021,5.5
"ALB",2022,5
"ALB",2023,4.7
"ALB",2024,4.3
"ALB",2025,3.9
"ARE",1950,0
"ARE",1951,0
"ARE",1952,0
"ARE",1953,0
"ARE",1954,0
"ARE",1955,0
"ARE",1956,0
"ARE",1957,0
"ARE",1958,0
"ARE",1959,0
"ARE",1960,0
"ARE",1961,0
"ARE",1962,0
"ARE",1963,0
"ARE",1964,0
"ARE",1965,0
"ARE",1966,0
"ARE",1967,0
"ARE",1968,0
"ARE",1969,0
"ARE",1970,0
"ARE",1971,0
"ARE",1972,0
"ARE",1973,0
"ARE",1974,0
"ARE",1975,0
"ARE",1976,0
"ARE",1977,0
"ARE",1978,0
"ARE",1979,0
"ARE",1980,0
"ARE",1981,0
"ARE",1982,0
"ARE",1983,0
"ARE",1984,0
"ARE",1985,0
"ARE",1986,0
"ARE",1987,0
"ARE",1988,0
"ARE",1989,0
"ARE",1990,0
"ARE",1991,0
"ARE",1992,0
"ARE",1993,0
"ARE",1994,0
"ARE",1995,0
"ARE",1996,0
"ARE",1997,0
"ARE",1998,0
"ARE",1999,0
"ARE",2000,0
"ARE",2001,0
"ARE",2002,0
"ARE",2003,0
"ARE",2004,0
"ARE",2005,0
"ARE",2006,0
"ARE",2007,0
"ARE",2008,0
"ARE",2009,0
"ARE",2010,0
"ARE",2011,0
"ARE",2012,0
"ARE",2013,0
"ARE",2014,0
"ARE",2015,0
"ARE",2016,0
"ARE",2017,0
"ARE",2018,0
"ARE",2019,0
"ARE",2020,0
"ARE",2021,0
"ARE",2022,0
"ARE",2023,0
"ARE",2024,0
"ARE",2025,0
"ARG",1950,0.9
"ARG",1951,0.9
"ARG",1952,0.9
"ARG",1953,0.9
"ARG",1954,0.9
"ARG",1955,0.9
"ARG",1956,0.9
"ARG",1957,0.9
"ARG",1958,0.6
"ARG",1959,0.9
"ARG",1960,0.8
"ARG",1961,0.5
"ARG",1962,0.7
"ARG",1963,0.9
"ARG",1964,0.6
"ARG",1965,0.5
"ARG",1966,0.5
"ARG",1967,0.5
"ARG",1968,0.5
"ARG",1969,0.5
"ARG",1970,0.4
"ARG",1971,0.4
"ARG",1972,0.4
"ARG",1973,0.4
"ARG",1974,0.4
"ARG",1975,0.4
"ARG",1976,0.4
"ARG",1977,0.4
"ARG",1978,0.4
"ARG",1979,0.4
"ARG",1980,0.4
"ARG",1981,0.5
"ARG",1982,0.9
"ARG",1983,0.9
"ARG",1984,1.1
"ARG",1985,1.1
"ARG",1986,1.1
"ARG",1987,1.1
"ARG",1988,1.1
"ARG",1989,1.1
"ARG",1990,1.1
"ARG",1991,1
"ARG",1992,1
"ARG",1993,1
"ARG",1994,1.2
"ARG",1995,3.3
"ARG",1996,3.8
"ARG",1997,3
"ARG",1998,3
"ARG",1999,3.1
"ARG",2000,4
"ARG",2001,6.8
"ARG",2002,8.9
"ARG",2003,8.2
"ARG",2004,6
"ARG",2005,4.4
"ARG",2006,3.4
"ARG",2007,2.7
"ARG",2008,2.6
"ARG",2009,2.4
"ARG",2010,1.6
"ARG",2011,1.2
"ARG",2012,1.3
"ARG",2013,1.1
"ARG",2014,1.1
"ARG",2015,1.1
"ARG",2016,1.3
"ARG",2017,1.1
"ARG",2018,1.6
"ARG",2019,1.6846
"ARG",2020,2.197
"ARG",2021,1.363
"ARG",2022,1.2945
"ARG",2023,1.1575
"ARG",2024,0.9637
"ARG",2025,0.9493
"ARM",1950,NA
"ARM",1951,NA
"ARM",1952,NA
"ARM",1953,NA
"ARM",1954,NA
"ARM",1955,NA
"ARM",1956,NA
"ARM",1957,NA
"ARM",1958,NA
"ARM",1959,NA
"ARM",1960,NA
"ARM",1961,NA
"ARM",1962,NA
"ARM",1963,NA
"ARM",1964,NA
"ARM",1965,NA
"ARM",1966,NA
"ARM",1967,NA
"ARM",1968,NA
"ARM",1969,NA
"ARM",1970,NA
"ARM",1971,NA
"ARM",1972,NA
"ARM",1973,NA
"ARM",1974,NA
"ARM",1975,NA
"ARM",1976,NA
"ARM",1977,NA
"ARM",1978,NA
"ARM",1979,20.1
"ARM",1980,19.4
"ARM",1981,18.4
"ARM",1982,17.2
"ARM",1983,16.8
"ARM",1984,15.7
"ARM",1985,14.7
"ARM",1986,14.8
"ARM",1987,17.4
"ARM",1988,19.4
"ARM",1989,14.7
"ARM",1990,18
"ARM",1991,23.5
"ARM",1992,43.7
"ARM",1993,46.8
"ARM",1994,43.3
"ARM",1995,39.8
"ARM",1996,37
"ARM",1997,34.6
"ARM",1998,31.7
"ARM",1999,28.9
"ARM",2000,31.7
"ARM",2001,31.4
"ARM",2002,26.2
"ARM",2003,22.7
"ARM",2004,15.3
"ARM",2005,8.4
"ARM",2006,5.5
"ARM",2007,4.4
"ARM",2008,1.2
"ARM",2009,3.7
"ARM",2010,3.9
"ARM",2011,4.2
"ARM",2012,1.6
"ARM",2013,3.6
"ARM",2014,4.2
"ARM",2015,2.9
"ARM",2016,1.9
"ARM",2017,1.2
"ARM",2018,3.3
"ARM",2019,2.4278
"ARM",2020,1.5166
"ARM",2021,2.1181
"ARM",2022,1.8969
"ARM",2023,1
"ARM",2024,0.7843
"ARM",2025,0.7772
"AUS",1950,1.6
"AUS",1951,1.6
"AUS",1952,1.6
"AUS",1953,1.6
"AUS",1954,1.6
"AUS",1955,1.6
"AUS",1956,1.6
"AUS",1957,1.6
"AUS",1958,1.6
"AUS",1959,1.5
"AUS",1960,1.5
"AUS",1961,1.5
"AUS",1962,1.5
"AUS",1963,1.5
"AUS",1964,1.4
"AUS",1965,1.4
"AUS",1966,1.4
"AUS",1967,1.3
"AUS",1968,1.3
"AUS",1969,1.2
"AUS",1970,1.2
"AUS",1971,1.2
"AUS",1972,1.2
"AUS",1973,1.2
"AUS",1974,1.2
"AUS",1975,1.2
"AUS",1976,1.1
"AUS",1977,1.1
"AUS",1978,1.1
"AUS",1979,1.1
"AUS",1980,1.1
"AUS",1981,1.1
"AUS",1982,1.1
"AUS",1983,1
"AUS",1984,1.1
"AUS",1985,1
"AUS",1986,1
"AUS",1987,1
"AUS",1988,1
"AUS",1989,1
"AUS",1990,1
"AUS",1991,1
"AUS",1992,1
"AUS",1993,1
"AUS",1994,1
"AUS",1995,1
"AUS",1996,1
"AUS",1997,1
"AUS",1998,0.9
"AUS",1999,0.9
"AUS",2000,0.9
"AUS",2001,0.9
"AUS",2002,1
"AUS",2003,1.1
"AUS",2004,0.9
"AUS",2005,0.7
"AUS",2006,0.6
"AUS",2007,0.6
"AUS",2008,0.5
"AUS",2009,0.5
"AUS",2010,0.5
"AUS",2011,0.5
"AUS",2012,0.5
"AUS",2013,0.6
"AUS",2014,0.6
"AUS",2015,0.6
"AUS",2016,0.6
"AUS",2017,0.6
"AUS",2018,0.6
"AUS",2019,0.7
"AUS",2020,0.9
"AUS",2021,0.9
"AUS",2022,0.9
"AUS",2023,0.9
"AUS",2024,0.9
"AUS",2025,0.9
"AUT",1950,1.9
"AUT",1951,1.7
"AUT",1952,1.7
"AUT",1953,1.7
"AUT",1954,1.3
"AUT",1955,1.1
"AUT",1956,1.1
"AUT",1957,0.9
"AUT",1958,0.9
"AUT",1959,0.9
"AUT",1960,0.8
"AUT",1961,0.8
"AUT",1962,0.8
"AUT",1963,0.8
"AUT",1964,0.7
"AUT",1965,0.7
"AUT",1966,0.7
"AUT",1967,0.7
"AUT",1968,0.7
"AUT",1969,0.7
"AUT",1970,0.6
"AUT",1971,0.6
"AUT",1972,0.5
"AUT",1973,0.5
"AUT",1974,0.5
"AUT",1975,0.5
"AUT",1976,0.5
"AUT",1977,0.5
"AUT",1978,0.5
"AUT",1979,0.4
"AUT",1980,0.4
"AUT",1981,0.4
"AUT",1982,0.4
"AUT",1983,0.4
"AUT",1984,0.4
"AUT",1985,0.4
"AUT",1986,0.4
"AUT",1987,0.4
"AUT",1988,0.4
"AUT",1989,0.4
"AUT",1990,0.4
"AUT",1991,0.4
"AUT",1992,0.4
"AUT",1993,0.4
"AUT",1994,0.4
"AUT",1995,0.4
"AUT",1996,0.4
"AUT",1997,0.4
"AUT",1998,0.4
"AUT",1999,0.4
"AUT",2000,0.4
"AUT",2001,0.4
"AUT",2002,0.4
"AUT",2003,0.4
"AUT",2004,0.1
"AUT",2005,0.2
"AUT",2006,0.1
"AUT",2007,0.4
"AUT",2008,0.5
"AUT",2009,0.7
"AUT",2010,0.5
"AUT",2011,0.5
"AUT",2012,0.6
"AUT",2013,0.3
"AUT",2014,0.2
"AUT",2015,0.7
"AUT",2016,0.7
"AUT",2017,0.4
"AUT",2018,0.6
"AUT",2019,0.7
"AUT",2020,0.8
"AUT",2021,0.5
"AUT",2022,0.6
"AUT",2023,0.5
"AUT",2024,0.5
"AUT",2025,0.5
"AZE",1950,NA
"AZE",1951,NA
"AZE",1952,NA
"AZE",1953,NA
"AZE",1954,NA
"AZE",1955,NA
"AZE",1956,NA
"AZE",1957,NA
"AZE",1958,NA
"AZE",1959,NA
"AZE",1960,NA
"AZE",1961,NA
"AZE",1962,NA
"AZE",1963,NA
"AZE",1964,NA
"AZE",1965,NA
"AZE",1966,NA
"AZE",1967,NA
"AZE",1968,NA
"AZE",1969,NA
"AZE",1970,NA
"AZE",1971,NA
"AZE",1972,NA
"AZE",1973,NA
"AZE",1974,NA
"AZE",1975,NA
"AZE",1976,NA
"AZE",1977,NA
"AZE",1978,NA
"AZE",1979,3.7
"AZE",1980,3.1
"AZE",1981,2.7
"AZE",1982,2.5
"AZE",1983,2.3
"AZE",1984,2
"AZE",1985,1.8
"AZE",1986,1.8
"AZE",1987,1.5
"AZE",1988,1.3
"AZE",1989,1.9
"AZE",1990,2.8
"AZE",1991,2.9
"AZE",1992,6.5
"AZE",1993,12.1
"AZE",1994,18.8
"AZE",1995,24.4
"AZE",1996,24.3
"AZE",1997,22.4
"AZE",1998,18.7
"AZE",1999,16.7
"AZE",2000,14
"AZE",2001,11.4
"AZE",2002,0.2
"AZE",2003,0.2
"AZE",2004,0.1
"AZE",2005,0
"AZE",2006,0
"AZE",2007,0
"AZE",2008,0
"AZE",2009,0
"AZE",2010,0
"AZE",2011,0
"AZE",2012,0
"AZE",2013,0
"AZE",2014,0
"AZE",2015,0
"AZE",2016,0
"AZE",2017,0
"AZE",2018,0
"AZE",2019,0
"AZE",2020,0
"AZE",2021,0
"AZE",2022,0
"AZE",2023,0
"AZE",2024,0
"AZE",2025,0
"BEL",1950,0.2
"BEL",1951,0.2
"BEL",1952,0.2
"BEL",1953,0.2
"BEL",1954,0.2
"BEL",1955,0.2
"BEL",1956,0.2
"BEL",1957,0.2
"BEL",1958,0.2
"BEL",1959,0.2
"BEL",1960,0.2
"BEL",1961,0.2
"BEL",1962,0.2
"BEL",1963,0.2
"BEL",1964,0.2
"BEL",1965,0.2
"BEL",1966,0.2
"BEL",1967,0.2
"BEL",1968,0.2
"BEL",1969,0.2
"BEL",1970,0.2
"BEL",1971,0.2
"BEL",1972,0.2
"BEL",1973,0.2
"BEL",1974,0.2
"BEL",1975,0.2
"BEL",1976,0.2
"BEL",1977,0.2
"BEL",1978,0.2
"BEL",1979,0.2
"BEL",1980,0.2
"BEL",1981,0.2
"BEL",1982,0.2
"BEL",1983,0.2
"BEL",1984,0.2
"BEL",1985,0.2
"BEL",1986,0.2
"BEL",1987,0.2
"BEL",1988,0.4
"BEL",1989,0.4
"BEL",1990,0.4
"BEL",1991,0.4
"BEL",1992,0.4
"BEL",1993,0.4
"BEL",1994,0.4
"BEL",1995,0.4
"BEL",1996,0.4
"BEL",1997,0.4
"BEL",1998,0.4
"BEL",1999,0.4
"BEL",2000,0.4
"BEL",2001,0.4
"BEL",2002,0.4
"BEL",2003,0.4
"BEL",2004,0.1
"BEL",2005,0.2
"BEL",2006,0.2
"BEL",2007,0.2
"BEL",2008,0.1
"BEL",2009,0.1
"BEL",2010,0.2
"BEL",2011,0.2
"BEL",2012,0.2
"BEL",2013,0.2
"BEL",2014,0.1
"BEL",2015,0.1
"BEL",2016,0.1
"BEL",2017,0.2
"BEL",2018,0.1
"BEL",2019,0.1
"BEL",2020,0.1
"BEL",2021,0.1
"BEL",2022,0
"BEL",2023,0.1
"BEL",2024,0.1
"BEL",2025,0.1
"BGD",1950,50.7
"BGD",1951,50.7
"BGD",1952,49.8
"BGD",1953,50
"BGD",1954,50
"BGD",1955,54.7
"BGD",1956,48.9
"BGD",1957,51.6
"BGD",1958,54.4
"BGD",1959,52
"BGD",1960,50.2
"BGD",1961,47.5
"BGD",1962,46.1
"BGD",1963,48.1
"BGD",1964,43.4
"BGD",1965,44.3
"BGD",1966,44.4
"BGD",1967,47.4
"BGD",1968,43.6
"BGD",1969,44.6
"BGD",1970,42.7
"BGD",1971,47.2
"BGD",1972,58.2
"BGD",1973,58.1
"BGD",1974,54.3
"BGD",1975,58.2
"BGD",1976,56.7
"BGD",1977,56.5
"BGD",1978,54.4
"BGD",1979,54.2
"BGD",1980,52.5
"BGD",1981,51.6
"BGD",1982,51.6
"BGD",1983,50.7
"BGD",1984,48.1
"BGD",1985,45.9
"BGD",1986,45.6
"BGD",1987,48.8
"BGD",1988,52.2
"BGD",1989,52.5
"BGD",1990,51.5
"BGD",1991,50.3
"BGD",1992,47.1
"BGD",1993,45.7
"BGD",1994,44
"BGD",1995,42.3
"BGD",1996,41
"BGD",1997,39.8
"BGD",1998,38.2
"BGD",1999,36.3
"BGD",2000,34.3
"BGD",2001,33
"BGD",2002,31.5
"BGD",2003,29.9
"BGD",2004,27.6
"BGD",2005,24.9
"BGD",2006,23.4
"BGD",2007,22.2
"BGD",2008,21.1
"BGD",2009,20
"BGD",2010,18.9
"BGD",2011,18.2
"BGD",2012,17.2
"BGD",2013,16.6
"BGD",2014,16
"BGD",2015,15.2
"BGD",2016,14.3
"BGD",2017,12.3
"BGD",2018,10.3
"BGD",2019,9.1
"BGD",2020,8.1
"BGD",2021,6.9
"BGD",2022,5.9091
"BGD",2023,6.2668
"BGD",2024,8.3226
"BGD",2025,9.0316
"BGR",1950,31.6
"BGR",1951,22
"BGR",1952,23.8
"BGR",1953,20.5
"BGR",1954,21.3
"BGR",1955,19.8
"BGR",1956,19.9
"BGR",1957,17.7
"BGR",1958,15.5
"BGR",1959,14.1
"BGR",1960,12.8
"BGR",1961,12.1
"BGR",1962,11.5
"BGR",1963,11
"BGR",1964,10.4
"BGR",1965,9.3
"BGR",1966,8.6
"BGR",1967,7.9
"BGR",1968,7.6
"BGR",1969,7.1
"BGR",1970,6.5
"BGR",1971,6.3
"BGR",1972,5.9
"BGR",1973,5.8
"BGR",1974,5.6
"BGR",1975,5.3
"BGR",1976,5.2
"BGR",1977,5.2
"BGR",1978,5.2
"BGR",1979,4.9
"BGR",1980,5.1
"BGR",1981,4.9
"BGR",1982,4.9
"BGR",1983,4.6
"BGR",1984,4.3
"BGR",1985,4.2
"BGR",1986,4.1
"BGR",1987,4
"BGR",1988,3.4
"BGR",1989,3.4
"BGR",1990,4.9
"BGR",1991,7
"BGR",1992,7.1
"BGR",1993,8.8
"BGR",1994,10.4
"BGR",1995,9.8
"BGR",1996,9.3
"BGR",1997,12.8
"BGR",1998,12.8
"BGR",1999,15.7
"BGR",2000,15.6
"BGR",2001,15.1
"BGR",2002,14.1
"BGR",2003,13.3
"BGR",2004,12.6
"BGR",2005,11.6
"BGR",2006,10.6
"BGR",2007,5.4
"BGR",2008,4.2
"BGR",2009,4.1
"BGR",2010,5.2
"BGR",2011,5.6
"BGR",2012,5.7
"BGR",2013,5.6
"BGR",2014,4.7
"BGR",2015,4.6
"BGR",2016,3.1
"BGR",2017,2
"BGR",2018,1.5
"BGR",2019,1.6
"BGR",2020,0.7
"BGR",2021,1.2
"BGR",2022,1.1
"BGR",2023,1
"BGR",2024,1
"BGR",2025,0.9
"BIH",1950,NA
"BIH",1951,NA
"BIH",1952,86.1
"BIH",1953,86.6
"BIH",1954,87.4
"BIH",1955,78.1
"BIH",1956,85.3
"BIH",1957,78.5
"BIH",1958,77.7
"BIH",1959,71.3
"BIH",1960,67.3
"BIH",1961,65.7
"BIH",1962,67.4
"BIH",1963,62.4
"BIH",1964,57.9
"BIH",1965,56.3
"BIH",1966,52.7
"BIH",1967,54.1
"BIH",1968,52.1
"BIH",1969,47.5
"BIH",1970,46
"BIH",1971,43.2
"BIH",1972,41.6
"BIH",1973,40.1
"BIH",1974,37.1
"BIH",1975,36.1
"BIH",1976,35.8
"BIH",1977,32
"BIH",1978,29.4
"BIH",1979,25.6
"BIH",1980,24.4
"BIH",1981,23.3
"BIH",1982,23.1
"BIH",1983,23.3
"BIH",1984,23
"BIH",1985,22.8
"BIH",1986,22
"BIH",1987,22.8
"BIH",1988,23.9
"BIH",1989,23.4
"BIH",1990,29.6
"BIH",1991,34.8
"BIH",1992,35.7
"BIH",1993,32.2
"BIH",1994,24.6
"BIH",1995,19.5
"BIH",1996,7.9
"BIH",1997,4.7
"BIH",1998,3.2
"BIH",1999,2.7
"BIH",2000,2.2
"BIH",2001,2.1
"BIH",2002,1.8
"BIH",2003,1.6
"BIH",2004,1.3
"BIH",2005,1.1
"BIH",2006,0.9
"BIH",2007,0.7
"BIH",2008,0.7
"BIH",2009,0.8
"BIH",2010,0.8
"BIH",2011,0.9
"BIH",2012,0.9
"BIH",2013,0.8
"BIH",2014,0.8
"BIH",2015,0.8
"BIH",2016,0.8
"BIH",2017,0.7
"BIH",2018,0.7
"BIH",2019,0.7
"BIH",2020,0.7
"BIH",2021,0.6
"BIH",2022,0.5
